Date,Tenure,HDFC,KOTAK,ICICI,AXIS,IDFC,SBI,PNB,BOB,CANARA,UNION
2023-08-22,444 days,,,,,,,,,7.25,
2023-08-22,Above 1 year - less than 2 years,,,,,,,,,6.9,
2023-08-22,2 years - less than 3 years,,,,,,,,,6.85,
2023-08-22,3 years - less than 5 years,,,,,,,,,6.8,
2023-08-22,5 years - 10 years,,,,,,,,,6.7,
2023-08-22,7 days - 14 days,,,,,,,,,,3.0
2023-08-22,15 days - 30 days,,,,,,,,,,3.0
2023-08-22,31 days - 45 days,,,,,,,,,,3.0
2023-08-22,46 days - 90 days,,,,,,,,,,4.05
2023-08-22,91 days - 120 days,,,,,,,,,,4.3
2023-08-22,121 days - 180 days,,,,,,,,,,4.4
2023-08-22,181 days - less than 1 year,,,,,,,,,,5.25
2023-08-22,1 year,,,,,,,,,,6.3
2023-08-22,Above 1 year - 398 days,,,,,,,,,,6.3
2023-08-22,399 days,,,,,,,,,,7.0
2023-08-22,400 days - 2 years,,,,,,,,,,6.3
2023-08-22,Above 2 years - less than 3 years,,,,,,,,,,6.3
2023-08-22,3 years,,,,,,,,,,6.5
2023-08-22,Above 3 years - 5 years,,,,,,,,,,6.7
2023-08-22,Above 5 years - 10 years,,,,,,,,,,6.7
2023-08-23,7 - 14 days,3.0,,,,,,,,,
2023-08-23,15 - 29 days,3.0,,,,,,,,,
2023-08-23,30 - 45 days,3.5,,,,,,,,,
2023-08-23,46 - 60 days,4.5,,,,,,,,,
2023-08-23,61 - 89 days,4.5,,,,,,,,,
2023-08-23,90 days - 6 months,4.5,,,,,,,,,
2023-08-23,6 months 1 day - 9 months,5.75,,,,,,,,,
2023-08-23,9 months 1 day - less than 1 year,6.0,,,,,,,,,
2023-08-23,1 year - less than 15 months,6.6,,,,,,,,,
2023-08-23,15 months - less than 18 months,7.1,,,,,,,,,
2023-08-23,18 months - less than 21 months,7.0,,,,,,,,,
2023-08-23,21 months  - 2 years,7.0,,,,,,,,,
2023-08-23,2 years 1 day - less than 2 years 11 months,7.0,,,,,,,,,
2023-08-23,2 years 11 months ,7.2,,,,,,,,,
2023-08-23,2 years 11 months 1 day - 3 years,7.0,,,,,,,,,
2023-08-23,3 years 1 day - less than 4 years 7 months,7.0,,,,,,,,,
2023-08-23,4 years 7 months ,7.25,,,,,,,,,
2023-08-23,4 years 7 months 1 day - 5 years,7.0,,,,,,,,,
2023-08-23,5 years 1 day - 10 years,7.0,,,,,,,,,
2023-08-23,7 - 14 days,,2.75,,,,,,,,
2023-08-23,15 - 30 days,,3.0,,,,,,,,
2023-08-23,31 - 45 days,,3.25,,,,,,,,
2023-08-23,46 - 90 days,,3.5,,,,,,,,
2023-08-23,91 - 120 days,,4.0,,,,,,,,
2023-08-23,121 - 179 days,,4.25,,,,,,,,
2023-08-23,180 days,,7.0,,,,,,,,
2023-08-23,181 days - 269 days,,6.0,,,,,,,,
2023-08-23,270 days,,6.0,,,,,,,,
2023-08-23,271 days - 363 days,,6.0,,,,,,,,
2023-08-23,364 days,,6.5,,,,,,,,
2023-08-23,365 days - 389 days,,7.1,,,,,,,,
2023-08-23,390 days ,,7.2,,,,,,,,
2023-08-23,391 days - less than 23 months,,7.2,,,,,,,,
2023-08-23,23 months,,7.2,,,,,,,,
2023-08-23,23 months 1 day - less than 2 years,,7.2,,,,,,,,
2023-08-23,2 years - less than 3 years,,7.0,,,,,,,,
2023-08-23,3 years - less than 4 years,,6.5,,,,,,,,
2023-08-23,4 years - less than 5 years,,6.25,,,,,,,,
2023-08-23,5 years - 10 years,,6.2,,,,,,,,
2023-08-23,7 days - 14 days,,,3.0,,,,,,,
2023-08-23,15 days - 29 days,,,3.0,,,,,,,
2023-08-23,30 days - 45 days,,,3.5,,,,,,,
2023-08-23,46 days - 60 days,,,4.25,,,,,,,
2023-08-23,61 days - 90 days,,,4.5,,,,,,,
2023-08-23,91 days - 120 days,,,4.75,,,,,,,
2023-08-23,121 days - 150 days,,,4.75,,,,,,,
2023-08-23,151 days - 184 days,,,4.75,,,,,,,
2023-08-23,185 days - 210 days,,,5.75,,,,,,,
2023-08-23,211 days - 270 days,,,5.75,,,,,,,
2023-08-23,271 days - 289 days,,,6.0,,,,,,,
2023-08-23,290 days - less than 1 year,,,6.0,,,,,,,
2023-08-23,1 year - 389 days,,,6.7,,,,,,,
2023-08-23,390 days - < 15 months,,,6.7,,,,,,,
2023-08-23,15 months - < 18 months,,,7.1,,,,,,,
2023-08-23,18 months - 2 years,,,7.1,,,,,,,
2023-08-23,2 years 1 day - 3 years,,,7.0,,,,,,,
2023-08-23,3 years 1 day - 5 years,,,7.0,,,,,,,
2023-08-23,5 years 1 day - 10 years,,,6.9,,,,,,,
2023-08-23,7 days - 14 days,,,,3.0,,,,,,
2023-08-23,15 days - 29 days,,,,3.0,,,,,,
2023-08-23,30 days - 45 days,,,,3.5,,,,,,
2023-08-23,46 days - 60 days,,,,4.25,,,,,,
2023-08-23,61 days - less than 3 months,,,,4.5,,,,,,
2023-08-23,3 months - less than 4 months,,,,4.75,,,,,,
2023-08-23,4 months - less than 5 months,,,,4.75,,,,,,
2023-08-23,5 months - less than 6 months,,,,4.75,,,,,,
2023-08-23,6 months - less than 7 months,,,,5.75,,,,,,
2023-08-23,7 months - less than 8 months,,,,5.75,,,,,,
2023-08-23,8 months - less than 9 months,,,,5.75,,,,,,
2023-08-23,9 months - less than 10 months,,,,6.0,,,,,,
2023-08-23,10 months - less than 11 months,,,,6.0,,,,,,
2023-08-23,11 months - 11 months 24 days,,,,6.0,,,,,,
2023-08-23,11 months 25 days - less than 1 year,,,,6.0,,,,,,
2023-08-23,1 year - 1 year 4 days,,,,6.7,,,,,,
2023-08-23,1 year 5 days - 1 year 10 days,,,,6.7,,,,,,
2023-08-23,1 year 11 days - 1 year 24 days,,,,6.7,,,,,,
2023-08-23,1 year 25 days - less than 13 months,,,,6.7,,,,,,
2023-08-23,13 months - less than 14 months,,,,6.7,,,,,,
2023-08-23,14 months - less than 15 months,,,,6.7,,,,,,
2023-08-23,15 months - less than 16 months,,,,7.1,,,,,,
2023-08-23,16 months - less than 17 months,,,,7.1,,,,,,
2023-08-23,17 months - less than 18 months,,,,7.1,,,,,,
2023-08-23,18 months - less than 2 years,,,,7.1,,,,,,
2023-08-23,2 years - less than 30 months,,,,7.1,,,,,,
2023-08-23,30 months - less than 3 years,,,,7.1,,,,,,
2023-08-23,3 years - less than 5 years,,,,7.1,,,,,,
2023-08-23,5 years - 10 years,,,,7.0,,,,,,
2023-08-23,7 - 14 days,,,,,3.5,,,,,
2023-08-23,15 - 29 days,,,,,3.5,,,,,
2023-08-23,30 - 45 days,,,,,4.0,,,,,
2023-08-23,46 - 90 days,,,,,4.5,,,,,
2023-08-23,91 - 180 days,,,,,5.0,,,,,
2023-08-23,181 days - 1 year,,,,,6.5,,,,,
2023-08-23,1 year 1 day - 550 days,,,,,7.5,,,,,
2023-08-23,551 days - 2 years,,,,,7.25,,,,,
2023-08-23,2 years 1 day - 749 days,,,,,7.25,,,,,
2023-08-23,750 days,,,,,7.25,,,,,
2023-08-23,751 days - 3 years,,,,,7.25,,,,,
2023-08-23,3 years 1 day - 5 years,,,,,7.0,,,,,
2023-08-23,5 years 1 day - 10 years,,,,,7.0,,,,,
2023-08-23,7 days - 45 days,,,,,,3.0,,,,
2023-08-23,46 days - 179 days,,,,,,4.5,,,,
2023-08-23,180 days - 210 days,,,,,,5.25,,,,
2023-08-23,211 days - less than 1 year,,,,,,5.75,,,,
2023-08-23,1 year - less than 2 year,,,,,,6.8,,,,
2023-08-23,2 years - less than 3 years,,,,,,7.0,,,,
2023-08-23,3 years - less than 5 years,,,,,,6.5,,,,
2023-08-23,5 years and up - 10 years,,,,,,6.5,,,,
2023-08-23,400 days ,,,,,,7.1,,,,
2023-08-23,7 - 14 days,,,,,,,3.5,,,
2023-08-23,15 - 29 days,,,,,,,3.5,,,
2023-08-23,30 - 45 days,,,,,,,3.5,,,
2023-08-23,46 - 90 days,,,,,,,4.5,,,
2023-08-23,91 - 179 days,,,,,,,4.5,,,
2023-08-23,180 - 270 days,,,,,,,5.5,,,
2023-08-23,271 days - less than 1 year,,,,,,,5.8,,,
2023-08-23,1 year,,,,,,,6.75,,,
2023-08-23,Above 1 year - 443 days,,,,,,,6.8,,,
2023-08-23,444 days,,,,,,,7.25,,,
2023-08-23,445 days - 2 years,,,,,,,6.8,,,
2023-08-23,Above 2 years - 3 years,,,,,,,7.0,,,
2023-08-23,Above 3 years - 5 years,,,,,,,6.5,,,
2023-08-23,Above 5 years - 10 years,,,,,,,6.5,,,
2023-08-23,7 days - 14 days,,,,,,,,3.0,,
2023-08-23,15 days - 45 days,,,,,,,,3.0,,
2023-08-23,46 days - 90 days,,,,,,,,4.5,,
2023-08-23,91 days - 180 days,,,,,,,,4.5,,
2023-08-23,181 days - 210 days,,,,,,,,5.25,,
2023-08-23,211 days - 270 days,,,,,,,,5.75,,
2023-08-23,271 days & above and less than 1 year,,,,,,,,5.75,,
2023-08-23,1 year,,,,,,,,6.75,,
2023-08-23,Above 1 year - 400 days,,,,,,,,6.75,,
2023-08-23,Above 400 days and up - 2 years,,,,,,,,6.75,,
2023-08-23,Above 2 years and up - 3 years,,,,,,,,7.05,,
2023-08-23,Above 3 years and up - 5 years,,,,,,,,6.5,,
2023-08-23,Above 5 years and up - 10 years,,,,,,,,6.5,,
2023-08-23,399 days ,,,,,,,,7.25,,
2023-08-23,7 days - 45 days*,,,,,,,,,4.0,
2023-08-23,46 days - 90 days,,,,,,,,,5.25,
2023-08-23,91 days - 179 days,,,,,,,,,5.5,
2023-08-23,180 days - 269 days,,,,,,,,,6.25,
2023-08-23,270 days - less than 1 year,,,,,,,,,6.5,
2023-08-23,1 year,,,,,,,,,6.9,
2023-08-23,444 days,,,,,,,,,7.25,
2023-08-23,Above 1 year - less than 2 years,,,,,,,,,6.9,
2023-08-23,2 years - less than 3 years,,,,,,,,,6.85,
2023-08-23,3 years - less than 5 years,,,,,,,,,6.8,
2023-08-23,5 years - 10 years,,,,,,,,,6.7,
2023-08-23,7 days - 14 days,,,,,,,,,,3.0
2023-08-23,15 days - 30 days,,,,,,,,,,3.0
2023-08-23,31 days - 45 days,,,,,,,,,,3.0
2023-08-23,46 days - 90 days,,,,,,,,,,4.05
2023-08-23,91 days - 120 days,,,,,,,,,,4.3
2023-08-23,121 days - 180 days,,,,,,,,,,4.4
2023-08-23,181 days - less than 1 year,,,,,,,,,,5.25
2023-08-23,1 year,,,,,,,,,,6.3
2023-08-23,Above 1 year - 398 days,,,,,,,,,,6.3
2023-08-23,399 days,,,,,,,,,,7.0
2023-08-23,400 days - 2 years,,,,,,,,,,6.3
2023-08-23,Above 2 years - less than 3 years,,,,,,,,,,6.3
2023-08-23,3 years,,,,,,,,,,6.5
2023-08-23,Above 3 years - 5 years,,,,,,,,,,6.7
2023-08-23,Above 5 years - 10 years,,,,,,,,,,6.7
2023-08-24,7 - 14 days,3.0,,,,,,,,,
2023-08-24,15 - 29 days,3.0,,,,,,,,,
2023-08-24,30 - 45 days,3.5,,,,,,,,,
2023-08-24,46 - 60 days,4.5,,,,,,,,,
2023-08-24,61 - 89 days,4.5,,,,,,,,,
2023-08-24,90 days - 6 months,4.5,,,,,,,,,
2023-08-24,6 months 1 day - 9 months,5.75,,,,,,,,,
2023-08-24,9 months 1 day - less than 1 year,6.0,,,,,,,,,
2023-08-24,1 year - less than 15 months,6.6,,,,,,,,,
2023-08-24,15 months - less than 18 months,7.1,,,,,,,,,
2023-08-24,18 months - less than 21 months,7.0,,,,,,,,,
2023-08-24,21 months  - 2 years,7.0,,,,,,,,,
2023-08-24,2 years 1 day - less than 2 years 11 months,7.0,,,,,,,,,
2023-08-24,2 years 11 months ,7.2,,,,,,,,,
2023-08-24,2 years 11 months 1 day - 3 years,7.0,,,,,,,,,
2023-08-24,3 years 1 day - less than 4 years 7 months,7.0,,,,,,,,,
2023-08-24,4 years 7 months ,7.25,,,,,,,,,
2023-08-24,4 years 7 months 1 day - 5 years,7.0,,,,,,,,,
2023-08-24,5 years 1 day - 10 years,7.0,,,,,,,,,
2023-08-24,7 - 14 days,,2.75,,,,,,,,
2023-08-24,15 - 30 days,,3.0,,,,,,,,
2023-08-24,31 - 45 days,,3.25,,,,,,,,
2023-08-24,46 - 90 days,,3.5,,,,,,,,
2023-08-24,91 - 120 days,,4.0,,,,,,,,
2023-08-24,121 - 179 days,,4.25,,,,,,,,
2023-08-24,180 days,,7.0,,,,,,,,
2023-08-24,181 days - 269 days,,6.0,,,,,,,,
2023-08-24,270 days,,6.0,,,,,,,,
2023-08-24,271 days - 363 days,,6.0,,,,,,,,
2023-08-24,364 days,,6.5,,,,,,,,
2023-08-24,365 days - 389 days,,7.1,,,,,,,,
2023-08-24,390 days ,,7.2,,,,,,,,
2023-08-24,391 days - less than 23 months,,7.2,,,,,,,,
2023-08-24,23 months,,7.2,,,,,,,,
2023-08-24,23 months 1 day - less than 2 years,,7.2,,,,,,,,
2023-08-24,2 years - less than 3 years,,7.0,,,,,,,,
2023-08-24,3 years - less than 4 years,,6.5,,,,,,,,
2023-08-24,4 years - less than 5 years,,6.25,,,,,,,,
2023-08-24,5 years - 10 years,,6.2,,,,,,,,
2023-08-24,7 days - 14 days,,,3.0,,,,,,,
2023-08-24,15 days - 29 days,,,3.0,,,,,,,
2023-08-24,30 days - 45 days,,,3.5,,,,,,,
2023-08-24,46 days - 60 days,,,4.25,,,,,,,
2023-08-24,61 days - 90 days,,,4.5,,,,,,,
2023-08-24,91 days - 120 days,,,4.75,,,,,,,
2023-08-24,121 days - 150 days,,,4.75,,,,,,,
2023-08-24,151 days - 184 days,,,4.75,,,,,,,
2023-08-24,185 days - 210 days,,,5.75,,,,,,,
2023-08-24,211 days - 270 days,,,5.75,,,,,,,
2023-08-24,271 days - 289 days,,,6.0,,,,,,,
2023-08-24,290 days - less than 1 year,,,6.0,,,,,,,
2023-08-24,1 year - 389 days,,,6.7,,,,,,,
2023-08-24,390 days - < 15 months,,,6.7,,,,,,,
2023-08-24,15 months - < 18 months,,,7.1,,,,,,,
2023-08-24,18 months - 2 years,,,7.1,,,,,,,
2023-08-24,2 years 1 day - 3 years,,,7.0,,,,,,,
2023-08-24,3 years 1 day - 5 years,,,7.0,,,,,,,
2023-08-24,5 years 1 day - 10 years,,,6.9,,,,,,,
2023-08-24,7 days - 14 days,,,,3.0,,,,,,
2023-08-24,15 days - 29 days,,,,3.0,,,,,,
2023-08-24,30 days - 45 days,,,,3.5,,,,,,
2023-08-24,46 days - 60 days,,,,4.25,,,,,,
2023-08-24,61 days - less than 3 months,,,,4.5,,,,,,
2023-08-24,3 months - less than 4 months,,,,4.75,,,,,,
2023-08-24,4 months - less than 5 months,,,,4.75,,,,,,
2023-08-24,5 months - less than 6 months,,,,4.75,,,,,,
2023-08-24,6 months - less than 7 months,,,,5.75,,,,,,
2023-08-24,7 months - less than 8 months,,,,5.75,,,,,,
2023-08-24,8 months - less than 9 months,,,,5.75,,,,,,
2023-08-24,9 months - less than 10 months,,,,6.0,,,,,,
2023-08-24,10 months - less than 11 months,,,,6.0,,,,,,
2023-08-24,11 months - 11 months 24 days,,,,6.0,,,,,,
2023-08-24,11 months 25 days - less than 1 year,,,,6.0,,,,,,
2023-08-24,1 year - 1 year 4 days,,,,6.7,,,,,,
2023-08-24,1 year 5 days - 1 year 10 days,,,,6.7,,,,,,
2023-08-24,1 year 11 days - 1 year 24 days,,,,6.7,,,,,,
2023-08-24,1 year 25 days - less than 13 months,,,,6.7,,,,,,
2023-08-24,13 months - less than 14 months,,,,6.7,,,,,,
2023-08-24,14 months - less than 15 months,,,,6.7,,,,,,
2023-08-24,15 months - less than 16 months,,,,7.1,,,,,,
2023-08-24,16 months - less than 17 months,,,,7.1,,,,,,
2023-08-24,17 months - less than 18 months,,,,7.1,,,,,,
2023-08-24,18 months - less than 2 years,,,,7.1,,,,,,
2023-08-24,2 years - less than 30 months,,,,7.1,,,,,,
2023-08-24,30 months - less than 3 years,,,,7.1,,,,,,
2023-08-24,3 years - less than 5 years,,,,7.1,,,,,,
2023-08-24,5 years - 10 years,,,,7.0,,,,,,
2023-08-24,7 - 14 days,,,,,3.5,,,,,
2023-08-24,15 - 29 days,,,,,3.5,,,,,
2023-08-24,30 - 45 days,,,,,4.0,,,,,
2023-08-24,46 - 90 days,,,,,4.5,,,,,
2023-08-24,91 - 180 days,,,,,5.0,,,,,
2023-08-24,181 days - 1 year,,,,,6.5,,,,,
2023-08-24,1 year 1 day - 550 days,,,,,7.5,,,,,
2023-08-24,551 days - 2 years,,,,,7.25,,,,,
2023-08-24,2 years 1 day - 749 days,,,,,7.25,,,,,
2023-08-24,750 days,,,,,7.25,,,,,
2023-08-24,751 days - 3 years,,,,,7.25,,,,,
2023-08-24,3 years 1 day - 5 years,,,,,7.0,,,,,
2023-08-24,5 years 1 day - 10 years,,,,,7.0,,,,,
2023-08-24,7 days - 45 days,,,,,,3.0,,,,
2023-08-24,46 days - 179 days,,,,,,4.5,,,,
2023-08-24,180 days - 210 days,,,,,,5.25,,,,
2023-08-24,211 days - less than 1 year,,,,,,5.75,,,,
2023-08-24,1 year - less than 2 year,,,,,,6.8,,,,
2023-08-24,2 years - less than 3 years,,,,,,7.0,,,,
2023-08-24,3 years - less than 5 years,,,,,,6.5,,,,
2023-08-24,5 years and up - 10 years,,,,,,6.5,,,,
2023-08-24,400 days ,,,,,,7.1,,,,
2023-08-24,7 - 14 days,,,,,,,3.5,,,
2023-08-24,15 - 29 days,,,,,,,3.5,,,
2023-08-24,30 - 45 days,,,,,,,3.5,,,
2023-08-24,46 - 90 days,,,,,,,4.5,,,
2023-08-24,91 - 179 days,,,,,,,4.5,,,
2023-08-24,180 - 270 days,,,,,,,5.5,,,
2023-08-24,271 days - less than 1 year,,,,,,,5.8,,,
2023-08-24,1 year,,,,,,,6.75,,,
2023-08-24,Above 1 year - 443 days,,,,,,,6.8,,,
2023-08-24,444 days,,,,,,,7.25,,,
2023-08-24,445 days - 2 years,,,,,,,6.8,,,
2023-08-24,Above 2 years - 3 years,,,,,,,7.0,,,
2023-08-24,Above 3 years - 5 years,,,,,,,6.5,,,
2023-08-24,Above 5 years - 10 years,,,,,,,6.5,,,
2023-08-24,7 days - 14 days,,,,,,,,3.0,,
2023-08-24,15 days - 45 days,,,,,,,,3.0,,
2023-08-24,46 days - 90 days,,,,,,,,4.5,,
2023-08-24,91 days - 180 days,,,,,,,,4.5,,
2023-08-24,181 days - 210 days,,,,,,,,5.25,,
2023-08-24,211 days - 270 days,,,,,,,,5.75,,
2023-08-24,271 days & above and less than 1 year,,,,,,,,5.75,,
2023-08-24,1 year,,,,,,,,6.75,,
2023-08-24,Above 1 year - 400 days,,,,,,,,6.75,,
2023-08-24,Above 400 days and up - 2 years,,,,,,,,6.75,,
2023-08-24,Above 2 years and up - 3 years,,,,,,,,7.05,,
2023-08-24,Above 3 years and up - 5 years,,,,,,,,6.5,,
2023-08-24,Above 5 years and up - 10 years,,,,,,,,6.5,,
2023-08-24,399 days ,,,,,,,,7.25,,
2023-08-24,7 days - 45 days*,,,,,,,,,4.0,
2023-08-24,46 days - 90 days,,,,,,,,,5.25,
2023-08-24,91 days - 179 days,,,,,,,,,5.5,
2023-08-24,180 days - 269 days,,,,,,,,,6.25,
2023-08-24,270 days - less than 1 year,,,,,,,,,6.5,
2023-08-24,1 year,,,,,,,,,6.9,
2023-08-24,444 days,,,,,,,,,7.25,
2023-08-24,Above 1 year - less than 2 years,,,,,,,,,6.9,
2023-08-24,2 years - less than 3 years,,,,,,,,,6.85,
2023-08-24,3 years - less than 5 years,,,,,,,,,6.8,
2023-08-24,5 years - 10 years,,,,,,,,,6.7,
2023-08-24,7 days - 14 days,,,,,,,,,,3.0
2023-08-24,15 days - 30 days,,,,,,,,,,3.0
2023-08-24,31 days - 45 days,,,,,,,,,,3.0
2023-08-24,46 days - 90 days,,,,,,,,,,4.05
2023-08-24,91 days - 120 days,,,,,,,,,,4.3
2023-08-24,121 days - 180 days,,,,,,,,,,4.4
2023-08-24,181 days - less than 1 year,,,,,,,,,,5.25
2023-08-24,1 year,,,,,,,,,,6.3
2023-08-24,Above 1 year - 398 days,,,,,,,,,,6.3
2023-08-24,399 days,,,,,,,,,,7.0
2023-08-24,400 days - 2 years,,,,,,,,,,6.3
2023-08-24,Above 2 years - less than 3 years,,,,,,,,,,6.3
2023-08-24,3 years,,,,,,,,,,6.5
2023-08-24,Above 3 years - 5 years,,,,,,,,,,6.7
2023-08-24,Above 5 years - 10 years,,,,,,,,,,6.7
2023-08-25,7 - 14 days,3.0,,,,,,,,,
2023-08-25,15 - 29 days,3.0,,,,,,,,,
2023-08-25,30 - 45 days,3.5,,,,,,,,,
2023-08-25,46 - 60 days,4.5,,,,,,,,,
2023-08-25,61 - 89 days,4.5,,,,,,,,,
2023-08-25,90 days - 6 months,4.5,,,,,,,,,
2023-08-25,6 months 1 day - 9 months,5.75,,,,,,,,,
2023-08-25,9 months 1 day - less than 1 year,6.0,,,,,,,,,
2023-08-25,1 year - less than 15 months,6.6,,,,,,,,,
2023-08-25,15 months - less than 18 months,7.1,,,,,,,,,
2023-08-25,18 months - less than 21 months,7.0,,,,,,,,,
2023-08-25,21 months  - 2 years,7.0,,,,,,,,,
2023-08-25,2 years 1 day - less than 2 years 11 months,7.0,,,,,,,,,
2023-08-25,2 years 11 months ,7.2,,,,,,,,,
2023-08-25,2 years 11 months 1 day - 3 years,7.0,,,,,,,,,
2023-08-25,3 years 1 day - less than 4 years 7 months,7.0,,,,,,,,,
2023-08-25,4 years 7 months ,7.25,,,,,,,,,
2023-08-25,4 years 7 months 1 day - 5 years,7.0,,,,,,,,,
2023-08-25,5 years 1 day - 10 years,7.0,,,,,,,,,
2023-08-25,7 - 14 days,,2.75,,,,,,,,
2023-08-25,15 - 30 days,,3.0,,,,,,,,
2023-08-25,31 - 45 days,,3.25,,,,,,,,
2023-08-25,46 - 90 days,,3.5,,,,,,,,
2023-08-25,91 - 120 days,,4.0,,,,,,,,
2023-08-25,121 - 179 days,,4.25,,,,,,,,
2023-08-25,180 days,,7.0,,,,,,,,
2023-08-25,181 days - 269 days,,6.0,,,,,,,,
2023-08-25,270 days,,6.0,,,,,,,,
2023-08-25,271 days - 363 days,,6.0,,,,,,,,
2023-08-25,364 days,,6.5,,,,,,,,
2023-08-25,365 days - 389 days,,7.1,,,,,,,,
2023-08-25,390 days ,,7.2,,,,,,,,
2023-08-25,391 days - less than 23 months,,7.2,,,,,,,,
2023-08-25,23 months,,7.2,,,,,,,,
2023-08-25,23 months 1 day - less than 2 years,,7.2,,,,,,,,
2023-08-25,2 years - less than 3 years,,7.0,,,,,,,,
2023-08-25,3 years - less than 4 years,,6.5,,,,,,,,
2023-08-25,4 years - less than 5 years,,6.25,,,,,,,,
2023-08-25,5 years - 10 years,,6.2,,,,,,,,
2023-08-25,7 days - 14 days,,,3.0,,,,,,,
2023-08-25,15 days - 29 days,,,3.0,,,,,,,
2023-08-25,30 days - 45 days,,,3.5,,,,,,,
2023-08-25,46 days - 60 days,,,4.25,,,,,,,
2023-08-25,61 days - 90 days,,,4.5,,,,,,,
2023-08-25,91 days - 120 days,,,4.75,,,,,,,
2023-08-25,121 days - 150 days,,,4.75,,,,,,,
2023-08-25,151 days - 184 days,,,4.75,,,,,,,
2023-08-25,185 days - 210 days,,,5.75,,,,,,,
2023-08-25,211 days - 270 days,,,5.75,,,,,,,
2023-08-25,271 days - 289 days,,,6.0,,,,,,,
2023-08-25,290 days - less than 1 year,,,6.0,,,,,,,
2023-08-25,1 year - 389 days,,,6.7,,,,,,,
2023-08-25,390 days - < 15 months,,,6.7,,,,,,,
2023-08-25,15 months - < 18 months,,,7.1,,,,,,,
2023-08-25,18 months - 2 years,,,7.1,,,,,,,
2023-08-25,2 years 1 day - 3 years,,,7.0,,,,,,,
2023-08-25,3 years 1 day - 5 years,,,7.0,,,,,,,
2023-08-25,5 years 1 day - 10 years,,,6.9,,,,,,,
2023-08-25,7 days - 14 days,,,,3.0,,,,,,
2023-08-25,15 days - 29 days,,,,3.0,,,,,,
2023-08-25,30 days - 45 days,,,,3.5,,,,,,
2023-08-25,46 days - 60 days,,,,4.25,,,,,,
2023-08-25,61 days - less than 3 months,,,,4.5,,,,,,
2023-08-25,3 months - less than 4 months,,,,4.75,,,,,,
2023-08-25,4 months - less than 5 months,,,,4.75,,,,,,
2023-08-25,5 months - less than 6 months,,,,4.75,,,,,,
2023-08-25,6 months - less than 7 months,,,,5.75,,,,,,
2023-08-25,7 months - less than 8 months,,,,5.75,,,,,,
2023-08-25,8 months - less than 9 months,,,,5.75,,,,,,
2023-08-25,9 months - less than 10 months,,,,6.0,,,,,,
2023-08-25,10 months - less than 11 months,,,,6.0,,,,,,
2023-08-25,11 months - 11 months 24 days,,,,6.0,,,,,,
2023-08-25,11 months 25 days - less than 1 year,,,,6.0,,,,,,
2023-08-25,1 year - 1 year 4 days,,,,6.7,,,,,,
2023-08-25,1 year 5 days - 1 year 10 days,,,,6.7,,,,,,
2023-08-25,1 year 11 days - 1 year 24 days,,,,6.7,,,,,,
2023-08-25,1 year 25 days - less than 13 months,,,,6.7,,,,,,
2023-08-25,13 months - less than 14 months,,,,6.7,,,,,,
2023-08-25,14 months - less than 15 months,,,,6.7,,,,,,
2023-08-25,15 months - less than 16 months,,,,7.1,,,,,,
2023-08-25,16 months - less than 17 months,,,,7.1,,,,,,
2023-08-25,17 months - less than 18 months,,,,7.1,,,,,,
2023-08-25,18 months - less than 2 years,,,,7.1,,,,,,
2023-08-25,2 years - less than 30 months,,,,7.1,,,,,,
2023-08-25,30 months - less than 3 years,,,,7.1,,,,,,
2023-08-25,3 years - less than 5 years,,,,7.1,,,,,,
2023-08-25,5 years - 10 years,,,,7.0,,,,,,
2023-08-25,7 - 14 days,,,,,3.5,,,,,
2023-08-25,15 - 29 days,,,,,3.5,,,,,
2023-08-25,30 - 45 days,,,,,4.0,,,,,
2023-08-25,46 - 90 days,,,,,4.5,,,,,
2023-08-25,91 - 180 days,,,,,5.0,,,,,
2023-08-25,181 days - 1 year,,,,,6.5,,,,,
2023-08-25,1 year 1 day - 550 days,,,,,7.5,,,,,
2023-08-25,551 days - 2 years,,,,,7.25,,,,,
2023-08-25,2 years 1 day - 749 days,,,,,7.25,,,,,
2023-08-25,750 days,,,,,7.25,,,,,
2023-08-25,751 days - 3 years,,,,,7.25,,,,,
2023-08-25,3 years 1 day - 5 years,,,,,7.0,,,,,
2023-08-25,5 years 1 day - 10 years,,,,,7.0,,,,,
2023-08-25,7 days - 45 days,,,,,,3.0,,,,
2023-08-25,46 days - 179 days,,,,,,4.5,,,,
2023-08-25,180 days - 210 days,,,,,,5.25,,,,
2023-08-25,211 days - less than 1 year,,,,,,5.75,,,,
2023-08-25,1 year - less than 2 year,,,,,,6.8,,,,
2023-08-25,2 years - less than 3 years,,,,,,7.0,,,,
2023-08-25,3 years - less than 5 years,,,,,,6.5,,,,
2023-08-25,5 years and up - 10 years,,,,,,6.5,,,,
2023-08-25,400 days ,,,,,,7.1,,,,
2023-08-25,7 - 14 days,,,,,,,3.5,,,
2023-08-25,15 - 29 days,,,,,,,3.5,,,
2023-08-25,30 - 45 days,,,,,,,3.5,,,
2023-08-25,46 - 90 days,,,,,,,4.5,,,
2023-08-25,91 - 179 days,,,,,,,4.5,,,
2023-08-25,180 - 270 days,,,,,,,5.5,,,
2023-08-25,271 days - less than 1 year,,,,,,,5.8,,,
2023-08-25,1 year,,,,,,,6.75,,,
2023-08-25,Above 1 year - 443 days,,,,,,,6.8,,,
2023-08-25,444 days,,,,,,,7.25,,,
